4P_Order	Order_date	Shipping_date	Shipping_revenues	Shipping_cost	Carrier/Class	TRK	weight	zip	order_total	Ins
52342	8/26/2019	8/27/2019	12.27	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95978774	2	60613	64.22	51.95
52421	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	63111	37.38	33.48
52343	8/26/2019	8/27/2019	13.68	9.5	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91191059	1	37172	112.68	99
52345	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	72756	47.99	44.09
52346	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99800144	1.75	77006	29.89	17.98
52347	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710399652115	0.75	10026	46.65	29.99
52349	8/27/2019	8/27/2019	22.26	15.46	UPS/UPS Ground	1Z1A1V710398755677	1	15370	106.35	84.09
52350	8/27/2019	8/27/2019	15	10.42	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96818266	2.81	38852	81.98	66.98
52351	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	80031	43.89	39.99
52352	8/27/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95200004	3.5	33904	93.79	80.95
52353	8/27/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710394603918	0.94	21043	50.63	33.98
52354	8/27/2019	8/27/2019	43.86	30.46	UPS/UPS Next Day Air	1Z1A1V710194111033	2.44	23219	119.81	75.95
52355	8/27/2019	8/27/2019	12.28	8.53	UPS/UPS Ground	1Z1A1V710397328194	4.63	02148	117.24	104.96
52356	8/27/2019	8/27/2019	50.59	17.26	UPS/UPS Ground	1Z1A1V710399499041	11.19	94920	138.57	87.98
52357	8/27/2019	8/27/2019	39.83	37.31	UPS/UPS 2nd Day Air	1Z1A1V710296489523	16.56	64112	331.22	291.39
52358	8/27/2019	8/27/2019	16.92	11.75	UPS/UPS Ground	1Z1A1V710397962687	2.5	76123	79.89	62.97
52359	8/27/2019	8/27/2019	14.28	9.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99969802	2.31	90015	115.22	100.94
52360	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	28403	64.89	60.99
52361	8/27/2019	8/27/2019	10.38	9.95	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97385580	8.19	20906	29.37	18.99
52362	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	65738	41.88	37.98
52363	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	27215	45.9	42
52365	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	80304	30	29
52366	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	85935	43.86	39.96
52367	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	91762	28.68	24.78
52368	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	33407	23.89	19.99
52369	8/27/2019	8/27/2019	13.06	9.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95264704	1.69	92115	82.03	68.97
52370	8/27/2019	8/27/2019	14.28	23.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97729477	9.25	92057	61.25	46.97
52371	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95389651	1.63	10018	80.9	68.99
52372	8/27/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710393335004	1.31	55304	97.62	80.97
52373	8/27/2019	8/27/2019	16.26	11.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95040651	3.5	49968	74.24	57.98
52374	8/27/2019	8/27/2019	14.28	9.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98427845	2.44	90004	82.05	67.77
52375	8/27/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710395700061	1.81	85020	36.08	23.98
52376	8/27/2019	8/27/2019	17.28	12	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98345559	6	28425	154.71	137.43
52377	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	32168	32.89	28.99
52378	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	98106	52.97	49.07
52379	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	85737	53.9	50
52380	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	85143	23.89	19.99
52381	8/27/2019	8/27/2019	13.97	9.7	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91727739	4.75	75218	133.93	119.96
52382	8/27/2019	8/27/2019	14.6	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	96733	87.58	72.98
52383	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	28403	28.9	25
52384	8/27/2019	8/27/2019	16.33	11.34	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97595308	5.63	91740	160.29	143.96
52385	8/27/2019	8/27/2019	11.46	7.57	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN91308510	0.69	91601	52.51	41.05
52386	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	92673	11.99	8.09
52387	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710393965495	0.75	68046	57.45	40.79
52388	8/27/2019	8/27/2019	12.27	8.52	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98950921	2.31	20902	43.74	34.97
52389	8/27/2019	8/27/2019	13.06	9.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95096468	1.56	90046	93.03	79.97
52390	8/27/2019	8/27/2019	13.06	11.56	UPS/UPS Ground	1Z1A1V710393712285	0.88	95003	43.87	39.78
52391	8/27/2019	8/27/2019	13.41	18.15	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98900252	11	53704	146.4	132.99
52392	8/27/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710390565548	1.19	97252	98.09	85.99
52393	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	97221	39.89	35.99
52394	8/27/2019	8/27/2019	15.91	11.05	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95187360	1.63	93245	70.88	54.97
52395	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	33308	40.89	36.99
52397	8/27/2019	8/27/2019	13.06	7.57	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN94606148	0.44	90069	33.04	19.98
52398	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94276462	1.19	06010	78.87	66.96
52399	8/27/2019	8/27/2019	17.25	11.98	UPS/UPS Ground	1Z1A1V710393479636	1.06	89509	80.31	63.06
52400	8/27/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710292055338	0.44	40220	60.6	37.99
52401	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.81	23510	98.88	94.98
52402	8/27/2019	8/27/2019	58.33	39.21	UPS/UPS Next Day Air	1Z1A1V710197675750	6.56	40204	653.3	594.97
52403	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	75227	36.88	32.98
52404	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	02149	23.69	19.79
52407	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	46544	22.88	18.98
52408	8/27/2019	8/27/2019	10.07	6.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97905811	1	30319	51.87	37.96
52409	8/27/2019	8/27/2019	14.34	9.96	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93606393	5.69	19123	111.07	96.73
52410	8/27/2019	8/27/2019	43.95	30.52	UPS/UPS 2nd Day Air	1Z1A1V710294246342	3.38	96815	159.93	115.98
52411	8/27/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94236719	2.5	75219	153.71	140.97
52412	8/27/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94199886	2.31	10025	61.09	48.35
52415	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	95014	23.89	19.99
52417	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	48072	13.89	9.99
52418	8/27/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710296405649	0.94	37343	88.4	65.79
52419	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	63109	32.89	28.99
52420	8/27/2019	8/27/2019	9.86	6.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97847616	1	30506	63.55	48.98
52422	8/27/2019	8/27/2019	14.77	9.96	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98502218	6	67203	137.69	122.92
52423	8/27/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99404546	2.5	11207	76.7	63.96
52424	8/27/2019	8/27/2019	11.39	7.6	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96948189	1.81	32541	57.34	55.95
52426	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90719455	1.5	78501	80.85	68.94
52427	8/27/2019	8/27/2019	12.27	8.52	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91316218	2.94	60148	127.26	114.99
52428	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	78504	23.88	19.98
52429	8/27/2019	8/27/2019	10.07	6.99	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94765746	1.75	35805	75.04	64.97
52430	8/27/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90700170	2.44	08530	64.7	51.96
52435	8/27/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710292445596	1.81	06511	89.21	74
52431	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	19403	14.89	10.99
52432	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	37073	36.99	33.09
52433	8/27/2019	8/27/2019	17.25	11.98	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94300069	2.38	85625	183.22	165.97
52436	8/27/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91543151	3.13	01841	111.25	97.84
52437	8/27/2019	8/27/2019	17.5	12.49	UPS/UPS Ground	1Z1A1V710392687234	11.75	20882	133.46	115.96
52438	8/27/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710397341875	0.69	10017	57.08	44.98
52439	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	92260	25.9	22
52440	8/27/2019	8/27/2019	10.3	14.2	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98989168	9.25	30308	105.04	86.96
52441	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	19121	25.89	21.99
52442	8/27/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92859925	3.06	11731	177.37	163.96
52443	8/27/2019	8/27/2019	14	9.34	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN92331868	0.69	58801	138	124
52444	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710394645445	1.75	28625	93.71	77.05
52446	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95357097	1.06	75082	118.89	106.98
52445	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	92591	33.87	29.97
52447	8/27/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99081636	3.75	63109	74.82	61.98
52448	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710397725997	0.94	03820	54.74	38.08
52450	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	76131	10.78	8.09
52449	8/27/2019	8/27/2019	11.91	10.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99672579	8.56	73162	37.89	25.98
52451	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710392656008	1.19	20017	78.65	61.99
52452	8/27/2019	8/27/2019	22.58	15.68	UPS/UPS Ground	1Z1A1V710393079952	10.75	85021	112.56	89.98
52453	8/27/2019	8/27/2019	14.28	9.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93972863	2.94	90069	89.24	74.96
52454	8/27/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96722387	1.44	46307	43.66	31.98
52455	8/27/2019	8/27/2019	10.94	7.6	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99063763	1.81	31520	92.8	74.99
52456	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710399450600	0.75	30341	62.05	40.79
52458	8/27/2019	8/27/2019	0	11.83	UPS/UPS Ground	1Z1A1V710395244911	3.13	70802	191.07	191.07
52460	8/27/2019	8/27/2019	14.24	9.89	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97891069	2.19	32566	156.15	141.91
52461	8/27/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90404571	1.63	33617	39.66	27.98
52462	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	95125	40.89	36.99
52463	8/27/2019	8/27/2019	30.83	8.4	UPS/UPS Ground	1Z1A1V710399219487	13.13	33137	136.98	117.95
52464	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	78247	11.89	7.99
52465	8/27/2019	8/27/2019	11.91	10.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93846197	8.69	18644	50.89	38.98
52466	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	78247	13.89	9.99
52467	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	05201	47.99	44.09
52468	8/27/2019	8/27/2019	16.65	11.57	UPS/UPS Ground	1Z1A1V710390469223	1.06	33401	65.61	48.96
52469	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93846599	2	10019	68.88	56.97
52471	8/27/2019	8/27/2019	10.94	7.6	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99738614	1.44	28031	108.97	98.03
52472	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	40207	23.69	19.79
52474	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	46143	14.89	10.99
52475	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	28092	23.69	19.79
52476	8/27/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710291383931	0.44	46204	51.61	29
52477	8/27/2019	8/27/2019	21.72	15.08	UPS/UPS 3 Day Select	1Z1A1V711294016081	0.94	15218	58.6	36.88
52478	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96221052	1.06	07756	60.86	48.95
52479	8/27/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95448944	2.06	52401	87.71	74.97
52480	8/27/2019	8/27/2019	10.57	15.03	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91196965	11.19	28801	55.54	44.97
52482	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	75074	28.17	24.27
52483	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94224651	1.63	10033	34.88	22.97
52484	8/27/2019	8/27/2019	22.59	15.69	UPS/UPS 2nd Day Air	1Z1A1V710293360630	0.5	55407	47.58	24.99
52485	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	85624	32.89	28.99
52486	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	80214	39.89	35.99
52487	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	77080	36.9	33
52488	8/27/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710396321228	0.63	79423	56.19	44.09
52490	8/27/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96736569	2.25	07305	159.41	162.97
52491	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	23518	21.88	17.98
52492	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	80920	20.99	17.09
52493	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	75007	20.98	17.08
52494	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95419181	1.75	73102	90.9	78.99
52497	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	85297	30.87	26.97
52499	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	75225	10.89	6.99
52500	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98902625	1.19	10003	97.9	85.99
52503	8/27/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710396803574	1.25	75156	114.61	97.96
52504	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	33417	38.08	37.98
52505	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710391816506	0.75	29063	57.45	40.79
52506	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.06	94102	15.89	11.99
52507	8/27/2019	8/27/2019	12.74	18.02	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99676100	9.88	02536	53.71	40.97
52508	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	08879	45.84	41.94
52509	8/27/2019	8/27/2019	18.5	12.85	UPS/UPS Ground	1Z1A1V710396450295	3	92103	99.46	80.96
52510	8/27/2019	8/27/2019	10.3	7.15	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94389260	2.5	30307	55.38	40.98
52511	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	62690	14.89	10.99
52513	8/27/2019	8/27/2019	14.28	9.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90446848	2.38	92843	70.25	55.97
52514	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	41091	12.89	8.99
52515	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	90046	22.88	18.98
52516	8/27/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710396580163	0.81	27705	67.62	50.97
52520	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	32221	21.88	17.98
52518	8/27/2019	8/27/2019	18.58	12.9	UPS/UPS Ground	1Z1A1V710397810046	5.81	80602	120.52	101.94
52521	8/27/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95981920	3.81	72116	100.9	88.06
52522	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	60660	40.96	37.06
52523	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	28673	31.68	27.78
52524	8/27/2019	8/27/2019	13.97	9.7	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92606895	4.13	10034	121.87	107.9
52525	8/27/2019	8/27/2019	22.59	15.69	UPS/UPS 2nd Day Air	1Z1A1V710291640386	0.94	05401	78.56	55.97
52527	8/27/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710395909775	1.81	02379	40.62	23.97
52529	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	44509	12.89	8.99
52530	8/27/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710398699738	0.5	98058	46.64	29.99
52531	8/27/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92061170	1.69	43215	75.65	63.97
52532	8/27/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96511140	1.75	24073	71.85	60.17
52533	8/27/2019	8/27/2019	13.68	9.5	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92966747	1.25	31024	60.1	41.97
52534	8/27/2019	8/27/2019	21.73	15.09	UPS/UPS 3 Day Select	1Z1A1V711290733125	1.38	01247	59.71	37.98
52535	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95286833	1.31	02131	59.86	47.95
52536	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90157213	1.63	75254	63.09	56.87
52537	8/27/2019	8/27/2019	72.19	50.13	UPS/UPS Next Day Air	1Z1A1V710198125664	9.88	90210	319.07	246.88
52538	8/27/2019	8/27/2019	13.06	12.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96455729	8.63	90670	88.14	75.08
52539	8/27/2019	8/27/2019	17.64	12.25	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94293363	7.5	90032	142.07	124.43
52540	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	29609	43.89	39.99
52542	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	64110	32.87	28.97
52556	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	02445	47.99	44.09
52543	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	94577	23.88	19.98
52544	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90288484	1.81	75218	120.98	109.07
52545	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	48708	47.99	44.09
52546	8/27/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97751004	2	22202	73.73	62.05
52547	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710391646691	0.94	02719	53.54	36.88
52548	8/27/2019	8/27/2019	23.03	15.99	UPS/UPS Ground	1Z1A1V710396933344	2.19	88260	161.3	138.27
52574	8/27/2019	8/27/2019	12.84	16.88	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93632533	10.5	33306	86.78	73.94
52549	8/27/2019	8/27/2019	18.09	12.56	UPS/UPS Ground	1Z1A1V710396441456	5.63	04083	167.05	148.96
52550	8/27/2019	8/27/2019	13.67	9.49	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97804984	5.31	43205	221.41	207.74
52587	8/27/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99226355	3.31	02908	70.35	56.94
52551	8/27/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98672875	1.25	23513	76.45	64.77
52552	8/27/2019	8/27/2019	51.71	16.05	UPS/UPS Ground	1Z1A1V710395623592	15.56	33040	247.43	195.72
52557	8/27/2019	8/27/2019	15.25	10.59	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95001318	3.13	95826	95.89	80.64
52558	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	84074	12.89	8.99
52559	8/27/2019	8/27/2019	21.36	14.83	UPS/UPS Ground	1Z1A1V710393767048	7.25	94122	171.06	149.7
52561	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	15066	39.89	35.99
52562	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	37027	47.99	44.09
52563	8/27/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93440455	1.5	11590	24.9	12.99
52564	8/27/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95148821	3.31	27705	243.92	231.08
52588	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	94611	12.89	8.99
52566	8/27/2019	8/27/2019	0	11.57	UPS/UPS Ground	1Z1A1V710396802173	0.44	55443	0	0
52567	8/27/2019	8/27/2019	17.25	11.98	UPS/UPS Ground	1Z1A1V710399951257	1.31	98103	99	81.75
52568	8/27/2019	8/27/2019	10.3	7.15	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99809261	2.5	30346	52.35	38.17
52569	8/27/2019	8/27/2019	12.59	8.74	UPS/UPS Ground	1Z1A1V710390336330	2.25	92173	80.56	67.97
52577	8/27/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97765900	2.13	54701	87.31	74.57
52570	8/27/2019	8/27/2019	0	8.4	UPS/UPS Ground	1Z1A1V710393766996	1.13	10039	0	0
52578	8/27/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710399619518	0.81	11220	83.64	66.98
52579	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	24073	47.99	44.09
52580	8/27/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710398742083	1.25	63103	101.87	89.77
